time,temperature,vol1,vol2
499.800,307.7,0.753,-0.545
499.850,307.7,0.753,-0.545
499.900,307.7,0.753,-0.540
499.950,307.7,0.753,-0.545
500.000,307.7,0.753,-0.545
500.050,307.7,0.753,-0.545
500.100,307.7,0.753,-0.545
500.150,307.7,0.753,-0.545
500.200,307.7,0.753,-0.545
500.250,307.7,0.758,-0.545
500.300,307.7,0.753,-0.545
500.350,307.7,0.758,-0.545
500.400,307.7,0.753,-0.545
500.450,307.7,0.753,-0.545
500.500,307.7,0.753,-0.540
500.550,307.7,0.753,-0.545
500.600,307.7,0.753,-0.545
500.650,307.7,0.758,-0.540
500.700,307.7,0.753,-0.545
500.750,307.7,0.753,-0.540
500.800,307.7,0.753,-0.545
500.850,307.7,0.753,-0.545
500.900,307.7,0.753,-0.540
500.950,307.7,0.753,-0.540
501.000,307.7,0.753,-0.540
501.050,307.7,0.753,-0.545
501.100,307.7,0.753,-0.540
501.150,307.7,0.758,-0.545
501.200,307.7,0.753,-0.545
501.250,307.7,0.753,-0.545
501.300,307.7,0.753,-0.545
501.350,307.7,0.753,-0.545
501.400,307.7,0.753,-0.540
501.450,307.7,0.753,-0.545
501.500,307.7,0.753,-0.545
501.550,307.7,0.753,-0.545
501.600,307.7,0.753,-0.540
501.650,307.7,0.753,-0.545
501.700,307.7,0.753,-0.545
501.750,307.7,0.753,-0.545
501.800,307.7,0.753,-0.545
501.850,307.7,0.753,-0.545
501.900,307.7,0.753,-0.545
501.950,307.7,0.753,-0.545
502.000,307.7,0.753,-0.540
502.050,307.7,0.753,-0.545
502.100,307.7,0.753,-0.545
502.150,307.7,0.753,-0.545
502.200,307.7,0.753,-0.545
502.250,307.7,0.753,-0.545
502.300,307.7,0.753,-0.540
502.350,307.8,0.753,-0.545
502.400,307.8,0.753,-0.545
502.450,307.8,0.753,-0.545
502.500,307.8,0.753,-0.545
502.550,307.8,0.753,-0.545
502.600,307.7,0.753,-0.545
502.650,307.8,0.753,-0.545
502.700,307.7,0.753,-0.545
502.750,307.8,0.753,-0.545
502.800,307.7,0.753,-0.545
502.850,307.8,0.753,-0.545
502.900,307.8,0.753,-0.545
502.950,307.8,0.753,-0.545
503.000,307.8,0.753,-0.545
503.050,307.8,0.753,-0.540
503.100,307.8,0.753,-0.545
503.150,307.8,0.753,-0.545
503.200,307.8,0.753,-0.545
503.250,307.8,0.753,-0.545
503.300,307.8,0.758,-0.545
503.350,307.8,0.753,-0.545
503.400,307.7,0.753,-0.545
503.450,307.8,0.753,-0.545
503.500,307.8,0.753,-0.545
503.550,307.8,0.753,-0.545
503.600,307.8,0.748,-0.545
503.650,307.8,0.753,-0.545
503.700,307.8,0.753,-0.545
503.750,307.8,0.753,-0.545
503.800,307.8,0.753,-0.545
503.850,307.8,0.753,-0.545
503.900,307.8,0.753,-0.545
503.950,307.8,0.753,-0.545
504.000,307.8,0.753,-0.540
504.050,307.8,0.753,-0.545
504.100,307.8,0.753,-0.545
504.150,307.8,0.753,-0.545
504.200,307.8,0.753,-0.545
504.250,307.8,0.753,-0.545
504.300,307.8,0.753,-0.545
504.350,307.8,0.753,-0.545
504.400,307.8,0.753,-0.545
504.450,307.8,0.753,-0.545
504.500,307.8,0.753,-0.545
504.550,307.8,0.753,-0.545
504.600,307.8,0.753,-0.545
504.650,307.8,0.753,-0.545
504.700,307.8,0.748,-0.545
504.750,307.8,0.753,-0.545
504.800,307.8,0.748,-0.545
504.850,307.8,0.753,-0.545
504.900,307.8,0.753,-0.545
504.950,307.8,0.753,-0.545
505.000,307.8,0.753,-0.545
505.050,307.8,0.748,-0.545
505.100,307.8,0.753,-0.545
505.150,307.9,0.753,-0.545
505.200,307.8,0.753,-0.545
505.250,307.9,0.753,-0.545
505.300,307.8,0.753,-0.545
505.350,307.9,0.753,-0.545
505.400,307.9,0.748,-0.545
505.450,307.9,0.753,-0.545
505.500,307.8,0.753,-0.540
505.550,307.9,0.753,-0.545
505.600,307.8,0.753,-0.545
505.650,307.9,0.753,-0.545
505.700,307.9,0.748,-0.545
505.750,307.9,0.748,-0.545
505.800,307.9,0.753,-0.545
505.850,307.9,0.753,-0.545
505.900,307.9,0.753,-0.545
505.950,307.9,0.753,-0.545
506.000,307.9,0.753,-0.545
506.050,307.9,0.753,-0.545
506.100,307.9,0.753,-0.545
506.150,307.9,0.748,-0.545
506.200,307.8,0.748,-0.545
506.250,307.9,0.753,-0.545
506.300,307.9,0.758,-0.545
506.350,307.9,0.753,-0.545
506.400,307.9,0.753,-0.545
506.450,307.9,0.753,-0.545
506.500,307.9,0.753,-0.545
506.550,307.9,0.753,-0.540
506.600,307.9,0.753,-0.545
506.650,307.9,0.753,-0.545
506.700,307.9,0.748,-0.545
506.750,307.9,0.748,-0.545
506.800,307.9,0.753,-0.545
506.850,307.9,0.748,-0.545
506.900,307.9,0.748,-0.545
506.950,307.9,0.753,-0.545
507.000,307.9,0.753,-0.545
507.050,307.9,0.748,-0.545
507.100,307.9,0.748,-0.545
507.150,307.9,0.748,-0.545
507.200,307.9,0.748,-0.545
507.250,307.9,0.748,-0.545
507.300,307.9,0.748,-0.545
507.350,307.9,0.748,-0.545
507.400,307.9,0.748,-0.545
507.450,307.9,0.748,-0.545
507.500,307.9,0.753,-0.545
507.550,307.9,0.753,-0.545
507.600,307.9,0.748,-0.545
507.650,307.9,0.748,-0.545
507.700,307.9,0.753,-0.545
507.750,307.9,0.758,-0.545
507.800,307.9,0.753,-0.545
507.850,307.9,0.753,-0.545
507.900,307.9,0.753,-0.545
507.950,307.9,0.753,-0.545
508.000,307.9,0.753,-0.545
508.050,307.9,0.753,-0.545
508.100,307.9,0.748,-0.545
508.150,307.9,0.753,-0.545
508.200,307.9,0.748,-0.545
508.250,307.9,0.748,-0.545
508.300,307.9,0.748,-0.545
508.350,307.9,0.748,-0.545
508.400,307.9,0.748,-0.545
508.450,307.9,0.748,-0.545
508.500,307.9,0.748,-0.545
508.550,307.9,0.748,-0.545
508.600,307.9,0.748,-0.545
508.650,307.9,0.748,-0.545
508.700,307.9,0.748,-0.545
508.750,307.9,0.748,-0.545
508.800,307.9,0.748,-0.545
508.850,307.9,0.748,-0.545
508.900,307.9,0.748,-0.545
508.950,307.9,0.753,-0.545
509.000,307.9,0.753,-0.545
509.050,307.9,0.753,-0.545
509.100,307.9,0.753,-0.545
509.150,307.9,0.753,-0.545
509.200,307.9,0.753,-0.545
509.250,307.9,0.753,-0.545
509.300,307.9,0.753,-0.545
509.350,307.9,0.748,-0.545
509.400,307.9,0.748,-0.545
509.450,307.9,0.748,-0.545
509.500,307.9,0.748,-0.545
509.550,307.9,0.748,-0.545
509.600,307.9,0.748,-0.545
509.650,307.9,0.748,-0.550
509.700,307.9,0.748,-0.545
509.750,307.9,0.748,-0.545
509.800,307.9,0.748,-0.545
509.850,307.9,0.748,-0.545
509.900,307.9,0.748,-0.545
509.950,307.9,0.748,-0.545
510.000,308.0,0.748,-0.545
510.050,307.9,0.748,-0.545
510.100,307.9,0.748,-0.545
510.150,307.9,0.748,-0.545
510.200,307.9,0.748,-0.545
510.250,307.9,0.748,-0.545
510.300,307.9,0.748,-0.545
510.350,308.0,0.748,-0.545
510.400,307.9,0.748,-0.545
510.450,308.0,0.753,-0.545
510.500,307.9,0.753,-0.545
510.550,308.0,0.753,-0.545
510.600,308.0,0.748,-0.545
510.650,308.0,0.753,-0.545
510.700,308.0,0.753,-0.545
510.750,308.0,0.753,-0.545
510.800,308.0,0.748,-0.545
510.850,308.0,0.748,-0.545
510.900,308.0,0.748,-0.545
510.950,308.0,0.753,-0.545
511.000,308.0,0.748,-0.545
511.050,308.0,0.748,-0.545
511.100,308.0,0.748,-0.545
511.150,308.0,0.748,-0.545
511.200,308.0,0.748,-0.545
511.250,308.0,0.748,-0.545
511.300,308.0,0.748,-0.545
511.350,308.0,0.748,-0.545
511.400,308.0,0.748,-0.545
511.450,308.0,0.748,-0.545
511.500,308.0,0.748,-0.545
511.550,308.0,0.748,-0.545
511.600,308.0,0.748,-0.545
511.650,308.0,0.753,-0.545
511.700,308.0,0.753,-0.545
511.750,308.0,0.748,-0.550
511.800,308.0,0.748,-0.545
511.850,308.0,0.748,-0.550
511.900,308.0,0.753,-0.545
511.950,308.0,0.753,-0.545
512.000,308.0,0.748,-0.545
512.050,308.0,0.753,-0.545
512.100,308.0,0.753,-0.545
512.150,308.0,0.753,-0.550
512.200,308.0,0.748,-0.545
512.250,308.0,0.748,-0.550
512.300,308.0,0.748,-0.545
512.350,308.0,0.753,-0.545
512.400,308.0,0.748,-0.545
512.450,308.0,0.748,-0.545
512.500,308.0,0.748,-0.545
512.550,308.0,0.748,-0.545
512.600,308.0,0.748,-0.545
512.650,308.0,0.748,-0.545
512.700,308.0,0.748,-0.545
512.750,308.0,0.748,-0.545
512.800,308.0,0.748,-0.545
512.850,308.0,0.748,-0.550
512.900,308.0,0.748,-0.545
512.950,308.0,0.748,-0.545
513.000,308.0,0.748,-0.545
513.050,308.0,0.748,-0.550
513.100,308.0,0.753,-0.550
513.150,308.0,0.753,-0.545
513.200,308.0,0.753,-0.545
513.250,308.0,0.753,-0.550
513.300,308.0,0.753,-0.550
513.350,308.0,0.753,-0.550
513.400,308.0,0.753,-0.550
513.450,308.0,0.753,-0.545
513.500,308.0,0.748,-0.545
513.550,308.0,0.753,-0.545
513.600,308.0,0.748,-0.545
513.650,308.0,0.748,-0.550
513.700,308.0,0.748,-0.545
513.750,308.1,0.753,-0.545
513.800,308.0,0.748,-0.545
513.850,308.1,0.748,-0.545
513.900,308.0,0.748,-0.545
513.950,308.1,0.748,-0.545
514.000,308.0,0.748,-0.545
514.050,308.1,0.748,-0.545
514.100,308.0,0.748,-0.545
514.150,308.1,0.748,-0.545
514.200,308.0,0.748,-0.550
514.250,308.1,0.748,-0.545
514.300,308.1,0.748,-0.545
514.350,308.1,0.748,-0.545
514.400,308.1,0.748,-0.545
514.450,308.1,0.748,-0.545
514.500,308.1,0.748,-0.545
514.550,308.1,0.748,-0.545
514.600,308.1,0.753,-0.545
514.650,308.1,0.753,-0.545
514.700,308.1,0.753,-0.550
514.750,308.1,0.753,-0.550
514.800,308.1,0.753,-0.550
514.850,308.1,0.748,-0.550
514.900,308.1,0.748,-0.550
514.950,308.1,0.748,-0.550
515.000,308.1,0.748,-0.545
515.050,308.1,0.753,-0.550
515.100,308.1,0.748,-0.545
515.150,308.1,0.748,-0.550
515.200,308.1,0.748,-0.550
515.250,308.1,0.748,-0.545
515.300,308.1,0.748,-0.545
515.350,308.1,0.748,-0.545
515.400,308.1,0.748,-0.545
515.450,308.1,0.748,-0.550
515.500,308.1,0.748,-0.545
515.550,308.1,0.748,-0.545
515.600,308.1,0.748,-0.550
515.650,308.1,0.748,-0.550
515.700,308.1,0.748,-0.550
515.750,308.1,0.748,-0.550
515.800,308.1,0.748,-0.550
515.850,308.1,0.748,-0.550
515.900,308.1,0.748,-0.550
515.950,308.1,0.748,-0.550
516.000,308.1,0.748,-0.550
516.050,308.1,0.748,-0.550
516.100,308.1,0.748,-0.550
516.150,308.1,0.753,-0.550
516.200,308.1,0.753,-0.550
516.250,308.1,0.753,-0.550
516.300,308.1,0.753,-0.550
516.350,308.1,0.753,-0.550
516.400,308.1,0.748,-0.550
516.450,308.1,0.748,-0.550
516.500,308.1,0.748,-0.550
516.550,308.1,0.753,-0.550
516.600,308.1,0.748,-0.550
516.650,308.1,0.748,-0.550
516.700,308.1,0.748,-0.550
516.750,308.1,0.748,-0.545
516.800,308.1,0.748,-0.545
516.850,308.1,0.748,-0.550
516.900,308.1,0.748,-0.545
516.950,308.1,0.748,-0.545
517.000,308.1,0.748,-0.540
517.050,308.2,0.748,-0.550
517.100,308.1,0.748,-0.550
517.150,308.1,0.748,-0.550
517.200,308.1,0.748,-0.545
517.250,308.1,0.748,-0.545
517.300,308.1,0.748,-0.550
517.350,308.1,0.753,-0.550
517.400,308.1,0.748,-0.550
517.450,308.2,0.748,-0.550
517.500,308.1,0.748,-0.550
517.550,308.2,0.748,-0.550
517.600,308.1,0.748,-0.550
517.650,308.2,0.748,-0.550
517.700,308.1,0.748,-0.550
517.750,308.2,0.753,-0.550
517.800,308.1,0.748,-0.550
517.850,308.2,0.753,-0.550
517.900,308.1,0.748,-0.545
517.950,308.2,0.748,-0.545
518.000,308.2,0.748,-0.545
518.050,308.2,0.748,-0.545
518.100,308.2,0.748,-0.550
518.150,308.1,0.748,-0.550
518.200,308.2,0.748,-0.545
518.250,308.2,0.748,-0.545
518.300,308.2,0.748,-0.550
518.350,308.2,0.748,-0.550
518.400,308.2,0.748,-0.550
518.450,308.2,0.748,-0.545
518.500,308.2,0.753,-0.545
518.550,308.2,0.748,-0.545
518.600,308.2,0.748,-0.545
518.650,308.2,0.748,-0.550
518.700,308.2,0.748,-0.550
518.750,308.2,0.748,-0.550
518.800,308.2,0.748,-0.550
518.850,308.2,0.748,-0.550
518.900,308.2,0.748,-0.550
518.950,308.2,0.748,-0.550
519.000,308.2,0.748,-0.550
519.050,308.2,0.748,-0.550
519.100,308.2,0.748,-0.550
519.150,308.2,0.748,-0.550
519.200,308.2,0.748,-0.550
519.250,308.2,0.748,-0.550
519.300,308.2,0.748,-0.550
519.350,308.2,0.753,-0.550
519.400,308.2,0.748,-0.545
519.450,308.2,0.748,-0.545
519.500,308.2,0.748,-0.545
519.550,308.2,0.748,-0.545
519.600,308.2,0.748,-0.545
519.650,308.2,0.748,-0.545
519.700,308.2,0.748,-0.550
519.750,308.2,0.748,-0.545
519.800,308.2,0.753,-0.550
519.850,308.2,0.748,-0.550
519.900,308.2,0.748,-0.550
519.950,308.2,0.748,-0.545
520.000,308.2,0.748,-0.545
520.050,308.2,0.748,-0.550
520.100,308.2,0.748,-0.550
520.150,308.2,0.748,-0.550
520.200,308.2,0.753,-0.550
520.250,308.2,0.748,-0.550
520.300,308.2,0.748,-0.550
520.350,308.2,0.748,-0.545
520.400,308.2,0.748,-0.550
520.450,308.2,0.748,-0.550
520.500,308.2,0.748,-0.550
520.550,308.2,0.748,-0.550
520.600,308.2,0.748,-0.550
520.650,308.2,0.748,-0.550
520.700,308.2,0.748,-0.545
520.750,308.2,0.748,-0.545
520.800,308.2,0.748,-0.545
520.850,308.2,0.748,-0.545
520.900,308.2,0.748,-0.550
520.950,308.2,0.748,-0.545
521.000,308.2,0.748,-0.545
521.050,308.2,0.748,-0.545
521.100,308.2,0.748,-0.545
521.150,308.2,0.748,-0.545
521.200,308.2,0.748,-0.545
521.250,308.2,0.748,-0.545
521.300,308.2,0.748,-0.545
521.350,308.3,0.753,-0.545
521.400,308.2,0.748,-0.550
521.450,308.3,0.748,-0.550
521.500,308.3,0.748,-0.545
521.550,308.3,0.748,-0.545
521.600,308.2,0.748,-0.545
521.650,308.3,0.748,-0.550
521.700,308.2,0.748,-0.550
521.750,308.3,0.748,-0.550
521.800,308.3,0.748,-0.550
521.850,308.3,0.748,-0.550
521.900,308.3,0.748,-0.550
521.950,308.3,0.748,-0.550
522.000,308.3,0.748,-0.545
522.050,308.3,0.748,-0.550
522.100,308.3,0.748,-0.545
522.150,308.3,0.748,-0.550
522.200,308.3,0.748,-0.550
522.250,308.3,0.748,-0.545
522.300,308.3,0.748,-0.545
522.350,308.3,0.748,-0.545
522.400,308.3,0.748,-0.550
522.450,308.3,0.748,-0.550
522.500,308.3,0.748,-0.545
522.550,308.3,0.748,-0.545
522.600,308.3,0.748,-0.550
522.650,308.3,0.748,-0.550
522.700,308.3,0.748,-0.550
522.750,308.3,0.748,-0.550
522.800,308.3,0.748,-0.550
522.850,308.3,0.748,-0.545
522.900,308.3,0.748,-0.545
522.950,308.3,0.748,-0.550
523.000,308.3,0.753,-0.550
523.050,308.3,0.748,-0.550
523.100,308.3,0.748,-0.545
523.150,308.3,0.748,-0.550
523.200,308.3,0.748,-0.550
523.250,308.3,0.748,-0.545
523.300,308.3,0.748,-0.550
523.350,308.3,0.748,-0.550
523.400,308.3,0.748,-0.550
523.450,308.3,0.748,-0.550
523.500,308.3,0.748,-0.550
523.550,308.3,0.748,-0.550
523.600,308.3,0.748,-0.550
523.650,308.3,0.748,-0.545
523.700,308.3,0.748,-0.545
523.750,308.3,0.748,-0.545
523.800,308.3,0.748,-0.550
523.850,308.3,0.748,-0.550
523.900,308.3,0.748,-0.545
523.950,308.3,0.748,-0.545
524.000,308.3,0.748,-0.545
524.050,308.3,0.748,-0.550
524.100,308.3,0.748,-0.550
524.150,308.3,0.748,-0.550
524.200,308.3,0.748,-0.545
524.250,308.3,0.748,-0.550
524.300,308.3,0.748,-0.545
524.350,308.3,0.748,-0.550
524.400,308.3,0.748,-0.550
524.450,308.3,0.748,-0.550
524.500,308.3,0.743,-0.545
524.550,308.3,0.748,-0.550
524.600,308.3,0.748,-0.545
524.650,308.3,0.748,-0.550
524.700,308.3,0.748,-0.545
524.750,308.3,0.748,-0.550
524.800,308.3,0.743,-0.550
524.850,308.3,0.748,-0.550
524.900,308.3,0.748,-0.550
524.950,308.4,0.748,-0.550
525.000,308.3,0.748,-0.550
525.050,308.4,0.748,-0.550
525.100,308.3,0.748,-0.550
525.150,308.4,0.748,-0.550
525.200,308.3,0.748,-0.550
525.250,308.4,0.748,-0.550
525.300,308.3,0.748,-0.550
525.350,308.4,0.748,-0.550
525.400,308.3,0.748,-0.550
525.450,308.4,0.748,-0.550
525.500,308.4,0.743,-0.550
525.550,308.4,0.748,-0.550
525.600,308.4,0.748,-0.550
525.650,308.4,0.748,-0.550
525.700,308.4,0.748,-0.550
525.750,308.4,0.748,-0.550
525.800,308.4,0.743,-0.550
525.850,308.4,0.743,-0.550
525.900,308.4,0.748,-0.550
525.950,308.4,0.748,-0.550
526.000,308.4,0.748,-0.550
526.050,308.4,0.743,-0.550
526.100,308.4,0.743,-0.550
526.150,308.4,0.748,-0.550
526.200,308.4,0.748,-0.550
526.250,308.4,0.748,-0.550
526.300,308.4,0.743,-0.550
526.350,308.4,0.748,-0.550
526.400,308.4,0.748,-0.545
526.450,308.4,0.748,-0.545
526.500,308.4,0.748,-0.550
526.550,308.4,0.743,-0.550
526.600,308.4,0.743,-0.550
526.650,308.4,0.743,-0.550
526.700,308.4,0.743,-0.550
526.750,308.4,0.748,-0.550
526.800,308.4,0.748,-0.550
526.850,308.4,0.748,-0.550
526.900,308.4,0.748,-0.550
526.950,308.4,0.743,-0.550
527.000,308.4,0.743,-0.550
527.050,308.4,0.748,-0.550
527.100,308.4,0.748,-0.550
527.150,308.4,0.748,-0.550
527.200,308.4,0.748,-0.550
527.250,308.4,0.748,-0.550
527.300,308.4,0.743,-0.550
527.350,308.4,0.748,-0.550
527.400,308.4,0.748,-0.550
527.450,308.4,0.753,-0.550
527.500,308.4,0.743,-0.550
527.550,308.4,0.743,-0.550
527.600,308.4,0.748,-0.545
527.650,308.4,0.748,-0.550
527.700,308.4,0.748,-0.550
527.750,308.4,0.743,-0.545
527.800,308.4,0.743,-0.550
527.850,308.4,0.743,-0.550
527.900,308.4,0.748,-0.550
527.950,308.4,0.748,-0.550
528.000,308.4,0.743,-0.550
528.050,308.4,0.743,-0.550
528.100,308.4,0.743,-0.545
528.150,308.4,0.743,-0.550
528.200,308.4,0.743,-0.550
528.250,308.4,0.743,-0.550
528.300,308.4,0.748,-0.550
528.350,308.4,0.743,-0.545
528.400,308.4,0.748,-0.550
528.450,308.4,0.748,-0.550
528.500,308.4,0.748,-0.550
528.550,308.4,0.748,-0.550
528.600,308.4,0.748,-0.550
528.650,308.4,0.748,-0.550
528.700,308.4,0.748,-0.550
528.750,308.5,0.748,-0.550
528.800,308.4,0.748,-0.550
528.850,308.5,0.743,-0.550
528.900,308.4,0.748,-0.550
528.950,308.5,0.748,-0.550
529.000,308.5,0.748,-0.550
529.050,308.5,0.748,-0.550
529.100,308.4,0.748,-0.550
529.150,308.5,0.743,-0.550
529.200,308.4,0.748,-0.550
529.250,308.5,0.743,-0.550
529.300,308.5,0.743,-0.550
529.350,308.5,0.743,-0.550
529.400,308.5,0.743,-0.550
529.450,308.5,0.743,-0.550
529.500,308.5,0.743,-0.550
529.550,308.5,0.743,-0.550
529.600,308.5,0.743,-0.550
529.650,308.5,0.743,-0.550
529.700,308.5,0.743,-0.550
529.750,308.5,0.743,-0.550
529.800,308.5,0.743,-0.550
529.850,308.5,0.743,-0.550
529.900,308.5,0.748,-0.550
529.950,308.5,0.748,-0.550
530.000,308.5,0.743,-0.550
530.050,308.5,0.748,-0.550
530.100,308.5,0.748,-0.550
530.150,308.5,0.748,-0.550
530.200,308.5,0.743,-0.550
530.250,308.5,0.748,-0.550
530.300,308.5,0.748,-0.550
530.350,308.5,0.748,-0.550
530.400,308.5,0.743,-0.550
530.450,308.5,0.743,-0.550
530.500,308.5,0.748,-0.550
530.550,308.5,0.743,-0.550
530.600,308.5,0.743,-0.550
530.650,308.5,0.743,-0.550
530.700,308.5,0.743,-0.550
530.750,308.5,0.748,-0.550
530.800,308.5,0.743,-0.550
530.850,308.5,0.743,-0.550
530.900,308.5,0.743,-0.550
530.950,308.5,0.743,-0.550
531.000,308.5,0.743,-0.550
531.050,308.5,0.743,-0.550
531.100,308.5,0.743,-0.550
531.150,308.5,0.743,-0.550
531.200,308.5,0.743,-0.550
531.250,308.5,0.743,-0.550
531.300,308.5,0.743,-0.550
531.350,308.5,0.743,-0.550
531.400,308.5,0.748,-0.550
531.450,308.5,0.748,-0.550
531.500,308.5,0.748,-0.550
531.550,308.5,0.748,-0.550
531.600,308.5,0.748,-0.550
531.650,308.5,0.748,-0.550
531.700,308.5,0.743,-0.550
531.750,308.5,0.748,-0.550
531.800,308.5,0.743,-0.545
531.850,308.5,0.748,-0.550
531.900,308.5,0.743,-0.550
531.950,308.5,0.743,-0.550
532.000,308.5,0.743,-0.550
532.050,308.5,0.743,-0.550
532.100,308.5,0.743,-0.545
532.150,308.5,0.743,-0.550
532.200,308.5,0.743,-0.550
532.250,308.5,0.743,-0.550
532.300,308.5,0.743,-0.550
532.350,308.5,0.743,-0.550
532.400,308.5,0.743,-0.550
532.450,308.5,0.743,-0.550
532.500,308.5,0.743,-0.550
532.550,308.5,0.743,-0.550
532.600,308.5,0.743,-0.550
532.650,308.6,0.743,-0.550
532.700,308.5,0.743,-0.550
532.750,308.6,0.743,-0.550
532.800,308.6,0.743,-0.550
532.850,308.6,0.748,-0.550
532.900,308.5,0.748,-0.550
532.950,308.6,0.748,-0.550
533.000,308.5,0.748,-0.550
533.050,308.6,0.743,-0.550
533.100,308.6,0.748,-0.550
533.150,308.6,0.748,-0.550
533.200,308.6,0.743,-0.550
533.250,308.6,0.748,-0.550
533.300,308.6,0.743,-0.550
533.350,308.6,0.743,-0.545
533.400,308.6,0.743,-0.550
533.450,308.6,0.743,-0.550
533.500,308.6,0.743,-0.550
533.550,308.6,0.748,-0.550
533.600,308.5,0.743,-0.550
533.650,308.6,0.743,-0.550
533.700,308.6,0.743,-0.550
533.750,308.6,0.743,-0.550
533.800,308.6,0.743,-0.550
533.850,308.6,0.743,-0.550
533.900,308.6,0.743,-0.550
533.950,308.6,0.743,-0.550
534.000,308.6,0.743,-0.550
534.050,308.6,0.743,-0.550
534.100,308.6,0.748,-0.550
534.150,308.6,0.748,-0.550
534.200,308.6,0.743,-0.550
534.250,308.6,0.743,-0.555
534.300,308.6,0.748,-0.550
534.350,308.6,0.748,-0.550
534.400,308.6,0.743,-0.550
534.450,308.6,0.748,-0.550
534.500,308.6,0.748,-0.550
534.550,308.6,0.743,-0.550
534.600,308.6,0.743,-0.550
534.650,308.6,0.743,-0.545
534.700,308.6,0.743,-0.550
534.750,308.6,0.743,-0.550
534.800,308.6,0.748,-0.550
534.850,308.6,0.743,-0.550
534.900,308.6,0.743,-0.555
534.950,308.6,0.743,-0.550
535.000,308.6,0.743,-0.550
535.050,308.6,0.743,-0.550
535.100,308.6,0.743,-0.550
535.150,308.6,0.743,-0.550
535.200,308.6,0.743,-0.550
535.250,308.6,0.743,-0.550
535.300,308.6,0.743,-0.550
535.350,308.6,0.743,-0.555
535.400,308.6,0.748,-0.550
535.450,308.6,0.743,-0.550
535.500,308.6,0.748,-0.555
535.550,308.6,0.743,-0.555
535.600,308.6,0.748,-0.550
535.650,308.6,0.743,-0.550
535.700,308.6,0.748,-0.555
535.750,308.6,0.748,-0.555
535.800,308.6,0.748,-0.550
535.850,308.6,0.748,-0.555
535.900,308.6,0.748,-0.550
535.950,308.6,0.743,-0.550
536.000,308.6,0.743,-0.550
536.050,308.6,0.743,-0.550
536.100,308.6,0.743,-0.550
536.150,308.7,0.743,-0.550
536.200,308.6,0.743,-0.555
536.250,308.7,0.743,-0.550
536.300,308.6,0.743,-0.550
536.350,308.7,0.743,-0.550
536.400,308.6,0.743,-0.550
536.450,308.7,0.743,-0.555
536.500,308.6,0.743,-0.550
536.550,308.7,0.743,-0.550
536.600,308.6,0.743,-0.550
536.650,308.7,0.743,-0.550
536.700,308.6,0.743,-0.550
536.750,308.7,0.743,-0.550
536.800,308.7,0.743,-0.550
536.850,308.7,0.743,-0.555
536.900,308.7,0.743,-0.555
536.950,308.7,0.748,-0.555
537.000,308.7,0.743,-0.555
537.050,308.7,0.743,-0.550
537.100,308.7,0.748,-0.555
537.150,308.7,0.743,-0.555
537.200,308.7,0.743,-0.555
537.250,308.7,0.743,-0.555
537.300,308.7,0.743,-0.555
537.350,308.7,0.743,-0.550
537.400,308.7,0.743,-0.555
537.450,308.7,0.743,-0.555
537.500,308.7,0.743,-0.555
537.550,308.7,0.743,-0.550
537.600,308.7,0.743,-0.550
537.650,308.7,0.743,-0.550
537.700,308.7,0.743,-0.550
537.750,308.7,0.743,-0.550
537.800,308.7,0.748,-0.550
537.850,308.7,0.743,-0.555
537.900,308.7,0.743,-0.550
537.950,308.7,0.743,-0.550
538.000,308.7,0.743,-0.550
538.050,308.7,0.743,-0.555
538.100,308.7,0.743,-0.550
538.150,308.7,0.748,-0.550
538.200,308.7,0.743,-0.550
538.250,308.7,0.743,-0.555
538.300,308.7,0.743,-0.550
538.350,308.7,0.743,-0.550
538.400,308.7,0.743,-0.555
538.450,308.7,0.743,-0.555
538.500,308.7,0.743,-0.550
538.550,308.7,0.743,-0.555
538.600,308.7,0.743,-0.550
538.650,308.7,0.743,-0.555
538.700,308.7,0.743,-0.555
538.750,308.7,0.743,-0.555
538.800,308.7,0.743,-0.555
538.850,308.7,0.743,-0.555
538.900,308.7,0.743,-0.555
538.950,308.7,0.743,-0.555
539.000,308.7,0.743,-0.550
539.050,308.7,0.743,-0.550
539.100,308.7,0.743,-0.550
539.150,308.7,0.743,-0.550
539.200,308.7,0.743,-0.550
539.250,308.7,0.743,-0.550
539.300,308.7,0.743,-0.550
539.350,308.7,0.743,-0.550
539.400,308.7,0.743,-0.550
539.450,308.7,0.743,-0.550
539.500,308.7,0.743,-0.550
539.550,308.7,0.743,-0.550
539.600,308.7,0.743,-0.555
539.650,308.7,0.743,-0.555
539.700,308.7,0.743,-0.555
539.750,308.7,0.743,-0.550
539.800,308.7,0.743,-0.550
539.850,308.7,0.743,-0.555
539.900,308.7,0.743,-0.555
539.950,308.8,0.743,-0.555
540.000,308.7,0.743,-0.555
540.050,308.8,0.748,-0.555
540.100,308.8,0.743,-0.555
540.150,308.8,0.743,-0.555
540.200,308.7,0.743,-0.555
540.250,308.8,0.743,-0.555
540.300,308.7,0.743,-0.555
540.350,308.8,0.743,-0.550
540.400,308.7,0.743,-0.550
540.450,308.8,0.743,-0.545
540.500,308.7,0.743,-0.555
540.550,308.8,0.743,-0.555
540.600,308.8,0.743,-0.550
540.650,308.8,0.743,-0.550
540.700,308.8,0.743,-0.550
540.750,308.8,0.743,-0.550
540.800,308.8,0.743,-0.555
540.850,308.8,0.743,-0.555
